AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
SANABI,"Jun 20, 2022",0 - 20000,47,0,0,0,792,20,,741,138,232,WONDER POTION,NEOWIZ,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Early Access","Action,Adventure,Action-Adventure,Pixel Graphics,Platformer,2D Platformer,Cyberpunk,2D,Story Rich,Singleplayer,Retro,Indie,Precision Platformer,Side Scroller,Difficult,Early Access,Atmospheric,Linear"
Below the Stone,"Nov 17, 2023",20000 - 50000,43,0,0,0,166,25,,174,0,0,Strollart,Apogee Entertainment,"Single-player,Partial Controller Support","Action,Adventure,Indie,Early Access","Early Access,Exploration,Action Roguelike,Dungeon Crawler,Action RPG,Rogue-lite,2D,Rogue-like,Underground,Top-Down,Action,Fantasy,Procedural Generation,Loot,Crafting,Pixel Graphics,Mining,Adventure,Retro,Resource Management"
Chained in the Backrooms,"Feb 13, 2025",0 - 20000,43,0,0,0,113,58,,153,0,0,Task+ Studios,Task+ Studios,"Multi-player,Co-op,Online Co-op,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Online Co-Op,Horror,Action,Action-Adventure,Adventure,3D,First-Person,Team-Based,Stylized,Thriller,Indie,Atmospheric,Dark,Co-op,Multiplayer,Action RPG,Puzzle,Interactive Fiction,Party-Based RPG"
Bloodshed,"Dec 12, 2024",0 - 20000,42,0,0,0,196,14,,192,0,0,com8com1 Software,Headup,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Early Access,Action Roguelike,Boomer Shooter,FPS,Score Attack,Bullet Hell,Action,Rogue-lite,Arena Shooter,Shoot 'Em Up,Old School,Shooter,First-Person,1990's,Atmospheric,Dark Fantasy,Demons,Adventure,Dark,Fantasy"
Hidden Deep,"Jan 24, 2022",200000 - 500000,39,0,0,0,1264,391,,1421,83,114,Cogwheel Software,Daedalic Entertainment,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play Together","Action,Adventure,Indie,Early Access","Early Access,Dark,Mystery,Thriller,2D,Horror,Mining,Exploration,Action-Adventure,Sci-fi,Physics,Singleplayer,Action,Story Rich,Aliens,Atmospheric,Realistic,Adventure,Shooter,Puzzle-Platformer"
Len's Island,"Nov 26, 2021",50000 - 100000,37,0,0,0,1471,169,,1527,370,475,Flow Studio,Flow Studio,"Single-player,Steam Achievements","Action,Adventure,Indie,Early Access","Early Access,Open World Survival Craft,Base-Building,Exploration,Crafting,Open World,Relaxing,Combat,Action-Adventure,Nature,Dungeon Crawler,Farming Sim,Atmospheric,Action RPG,Building,3D,Stylized,Action,Loot,Top-Down"
Factorio,"Aug 14, 2020",5000000 - 10000000,14796,0,90,0,145186,5216,,121577,5383,2314,Wube Software LTD.,Wube Software LTD.,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Includes level editor,Remote Play on Tablet","Casual,Indie,Simulation,Strategy","Automation,Base-Building,Resource Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open World,Co-op,Building,2D,Moddable,Singleplayer,Simulation,Trains,Pixel Graphics,City Builder,Indie"
Cookie Clicker,"Sep 1, 2021",1000000 - 2000000,12442,0,0,0,33473,871,,32273,17498,7035,"Orteil,DashNet",Playsaurus,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud","Casual,Indie,Simulation,Strategy","Clicker,Idler,Casual,Psychological Horror,Indie,Pixel Graphics,Collectathon,Management,Economy,Building,Funny,Strategy,Memes,Resource Management,Life Sim,2D,Simulation,Comedy,Colorful,Touch-Friendly"
Monster Prom 3: Monster Roadtrip,"Oct 21, 2022",50000 - 100000,1523,0,0,0,380,2,,453,0,0,Beautiful Glitch,Beautiful Glitch,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play Together","Casual,Indie,Simulation,Strategy","Comedy,Visual Novel,LGBTQ+,Multiplayer,Choices Matter,Story Rich,Dark Humor,Funny,Dating Sim,Memes,Survival,Multiple Endings,Choose Your Own Adventure,Indie,Romance,Comic Book,Resource Management,2D,Simulation,Text-Based"
Widget Inc.,"Oct 31, 2024",0 - 20000,1464,10,0,0,73,3,,104,0,0,Leaping Turtle,Leaping Turtle,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Simulation,Strategy","Clicker,Automation,Resource Management,Base-Building,Casual,Simulation,Time Management,Idler,Pixel Graphics,Procedural Generation,Top-Down,2D,Strategy,Indie,Futuristic,Post-apocalyptic,Singleplayer"
My Suika - Watermelon Game,"Nov 29, 2023",0 - 20000,1386,0,0,0,0,0,,257,0,0,Watashi Games,Watashi Games,"Single-player,In-App Purchases,Partial Controller Support","Casual,Indie,Simulation,Strategy",
(the) Gnorp Apologue,"Dec 14, 2023",50000 - 100000,1307,0,0,0,267,5,,334,114,114,Myco,(Myco),"Single-player,Steam Achievements","Casual,Indie,Simulation,Strategy","Clicker,Idler,Rogue-lite,Strategy,Building,Economy,Management,Mining,Cute,Rogue-like,2D,Casual,Simulation,Colorful,Minimalist,Pixel Graphics,Resource Management,Singleplayer,Experimental,Indie"
Sixty Four,"Mar 4, 2024",20000 - 50000,1158,0,0,0,541,212,,752,538,538,Oleg Danilov,Playsaurus,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Simulation,Strategy,Casual,Clicker,Indie,Resource Management,Idler,Automation,Crafting,Isometric,Management,Singleplayer,Stylized"
Yakuza Rogue: Yokohama massage parlor chapter,"May 28, 2024",0 - 20000,912,0,0,0,0,0,,124,0,0,WAKUWAKU,WAKUWAKU,"Single-player,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
Dorfromantik,"Apr 28, 2022",200000 - 500000,834,0,0,0,15920,490,,15380,453,316,Toukana Interactive,Toukana Interactive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Casual,Indie,Simulation,Strategy","City Builder,Puzzle,Indie,Strategy,Turn-Based Strategy,Simulation,Turn-Based Tactics,Exploration,Relaxing,Board Game,Singleplayer,Atmospheric,Colorful,Cute,Minimalist,Family Friendly,3D,Procedural Generation,Hand-drawn,Stylized"
Autonauts vs Piratebots,"Jul 28, 2022",0 - 20000,749,0,0,0,86,5,,0,0,0,Denki,Curve Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual,Indie,Simulation,Strategy","Simulation,Strategy,Automation,Casual,Crafting,Sandbox,Farming Sim,Cute,Building,City Builder,Colony Sim,Agriculture,Management,Programming,Relaxing,Robots,Pirates,Base-Building,Combat,Resource Management"
Blood Bar Tycoon,"Feb 4, 2025",0 - 20000,536,20,0,0,224,66,,295,0,0,Clever Trickster Studio,Clever Trickster Productions,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Simulation,Management,Funny,Building,City Builder,Vampire,Casual,Life Sim,Strategy,Sandbox,Dark Humor,Relaxing,Cartoon,Base-Building,Economy,Dark Comedy,Comedy,Inventory Management,Automation,Replay Value"
Idle Colony,"Dec 16, 2024",0 - 20000,479,0,0,0,190,32,,221,326,326,Faith G.,Faith G.,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Casual,Clicker,Automation,Strategy,Economy,Idler,Management,Colony Sim,Rogue-lite,Building,Cute,Funny,Simulation,2D,Nature,Resource Management,Colorful,Minimalist,Indie,Singleplayer"
Naheulbeuk's Dungeon Master,"Nov 15, 2023",20000 - 50000,478,0,0,0,438,170,,585,10,10,Artefacts Studio,Dear Villagers,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation,Strategy","Simulation,Management,Funny,Replay Value,Sandbox,Building,Medieval,Base-Building,Fantasy,Strategy,3D,Narration,Cartoony,Family Friendly,Comedy,Combat,Resource Management,Singleplayer,Exploration,Casual"
Mini Motorways,"Jul 20, 2021",200000 - 500000,473,0,87,0,13145,548,,13204,477,373,Dinosaur Polo Club,Dinosaur Polo Club,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Casual,Indie,Simulation,Strategy","Casual,Simulation,Strategy,Indie,Management,Puzzle,Minimalist,Relaxing,Building,Singleplayer,Transportation,Stylized,Top-Down,Beautiful,City Builder,Great Soundtrack,Family Friendly,Resource Management,Multiplayer"
Pan'orama,"May 9, 2023",0 - 20000,466,0,0,0,141,22,,168,2,2,Chicken Launcher,Awaken Realms,Single-player,"Casual,Indie,Simulation,Strategy","City Builder,Procedural Generation,Building,Relaxing,Indie,Minimalist,Stylized,Colorful,Colony Sim,Casual,Singleplayer,Sandbox,Base-Building,Strategy,Design & Illustration,Cartoony,Simulation,Cute,Experimental,Turn-Based Tactics"
SUMMERHOUSE,"Mar 8, 2024",50000 - 100000,458,0,0,0,690,26,,708,117,151,Friedemann,Future Friends Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Singleplayer,Casual,Sandbox,City Builder,Relaxing,Colorful,Building,Atmospheric,Pixel Graphics,Simulation,3D,Indie,Strategy,Stylized"
Bulwark: Falconeer Chronicles,"Mar 26, 2024",20000 - 50000,448,0,0,0,243,47,,303,0,0,Tomas Sala,Wired Productions,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing","Casual,Indie,Simulation,Strategy","Combat,Strategy,City Builder,Exploration,Relaxing,Minimalist,Controller,Sandbox,Building,Base-Building,Cinematic,Casual,Steampunk,Dragons,3D,Open World,Stylized,Grand Strategy,Fantasy,Simulation"
Plague Inc: Evolved,"Feb 18, 2016",2000000 - 5000000,368,0,0,0,41913,2464,,39366,723,254,Ndemic Creations,Ndemic Creations,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on Tablet","Casual,Indie,Simulation,Strategy","Strategy,Simulation,Outbreak Sim,Indie,Singleplayer,Multiplayer,Zombies,Casual,Tactical,Replay Value,Post-apocalyptic,Addictive,Realistic,2D,Difficult,Early Access,Atmospheric,Co-op,Sandbox,Survival"
shapez,"Jun 7, 2020",200000 - 500000,368,0,0,0,7744,219,,7500,1410,722,Tobias Springer,"tobspr Games,Doyoyo Games","Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation,Strategy","Automation,Base-Building,Resource Management,Sandbox,Crafting,Strategy,Singleplayer,Management,Open World,Building,2D,Casual,Moddable,Simulation,Puzzle,Abstract,Idler,Logic,Family Friendly,Indie"
Overcooked! All You Can Eat,"Mar 23, 2021",100000 - 200000,358,0,0,0,1297,639,,1423,257,267,"Team17 Digital,Ghost Town Games",Team17 Digital,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Remote Play Together","Casual,Indie,Simulation,Strategy","Multiplayer,Online Co-Op,Local Co-Op,Cooking,Casual,Simulation,Family Friendly,Funny,Cute,Colorful,Controller,Co-op,Local Multiplayer,4 Player Local,Strategy,Singleplayer,Co-op Campaign,PvP,Arcade,Indie"
Minami Lane,"Feb 28, 2024",0 - 20000,339,0,0,0,341,5,,493,0,0,"Doot,Blibloop",Doot,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Casual,Cute,Life Sim,Colorful,Relaxing,Simulation,Management,Indie,Strategy,Cozy,City Builder,Resource Management,Isometric,Stylized,Hand-drawn,Cats,Singleplayer,Building,Hidden Object,2D"
Game Dev Tycoon,"Aug 29, 2013",1000000 - 2000000,280,0,68,0,34126,1657,,34495,837,513,Greenheart Games 💚,Greenheart Games 💚,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet","Casual,Indie,Simulation,Strategy","Management,Simulation,Indie,Strategy,Casual,Singleplayer,Economy,2D,Moddable,Addictive,Replay Value,Sandbox,GameMaker,Funny,Difficult,Point & Click,Great Soundtrack,Comedy,Touch-Friendly,Isometric"
Parkitect,"Nov 29, 2018",200000 - 500000,260,0,83,0,5561,312,,4896,849,734,Texel Raptor,Texel Raptor,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes level editor","Casual,Indie,Simulation,Strategy","Management,Building,Casual,Economy,Multiplayer,Moddable,City Builder,Resource Management,Simulation,Online Co-Op,Isometric,Sandbox,Strategy,Colorful,Level Editor,Cute,Relaxing,Singleplayer,Cartoony,Family Friendly"
Dystopika,"Jun 21, 2024",0 - 20000,254,0,0,0,0,0,,389,0,0,Voids Within,"Voids Within,UNIKAT Label","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy",
Refence,"Mar 4, 2025",0 - 20000,207,15,0,0,22,2,,0,0,0,Muurou Tech,Muurou Tech,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy","Rogue-lite,Clicker,Idler,Tower Defense,Rogue-like,Strategy,2D,Relaxing,Funny,Casual,Pixel Graphics,Medieval,Fantasy,Management,Magic,Crafting,Combat,Singleplayer,Indie,Cartoony"
Just Xiangqi,"Jan 15, 2024",0 - 20000,204,0,0,0,119,17,,147,0,0,Studio Amateur,Studio Amateur,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Leaderboards,Remote Play Together","Casual,Indie,Simulation,Strategy","Strategy,Board Game,Turn-Based Tactics,3D,Relaxing,Tabletop,Multiplayer,Indie,Casual,Simulation,Singleplayer"
The Manga Works,"Jul 24, 2022",0 - 20000,192,0,0,0,50,6,,0,0,0,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","Single-player,Steam Achievements,Full controller support,Steam Cloud","Casual,Indie,Simulation,Strategy","Choose Your Own Adventure,Management,Education,2D Platformer,Colony Sim,Economy,Life Sim,Female Protagonist,2D,Strategy,Cute,Comic Book,Casual,Simulation,Pixel Graphics,Anime,Drama,Singleplayer,Adventure,Indie"
Malware,"Jul 31, 2024",20000 - 50000,159,0,0,0,505,69,,579,0,0,Odd Games,Odd Games,"Single-player,Family Sharing","Casual,Indie,Simulation,Strategy","Casual,Simulation,Puzzle,Singleplayer,Strategy,Point & Click,Hidden Object,Clicker,1990's,Life Sim,2D,Retro,Detective,Memes,Logic,Psychological Horror,Hacking,Indie,Text-Based,Linear"
SimAirport,"Feb 28, 2020",200000 - 500000,154,0,0,0,2675,731,,3303,938,1270,LVGameDev LLC,LVGameDev LLC,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Casual,Indie,Simulation,Strategy","Flight,City Builder,Casual,Base-Building,Economy,Management,Building,Sandbox,Strategy,2D,Simulation,Pixel Graphics,Resource Management,Singleplayer,Indie,Early Access,Action,Funny,Free to Play"
Gaia Trek,"Aug 23, 2023",20000 - 50000,117,0,0,0,246,44,,287,0,0,Current Games,BD Games,"Single-player,Steam Achievements,Steam Cloud","Casual,Indie,Simulation,Strategy","Card Game,Resource Management,Tower Defense,Base-Building,Management,Card Battler,Exploration,Survival,Building,Strategy,Simulation,Casual,Relaxing,Sci-fi,2D,Deckbuilding,City Builder,Futuristic,Singleplayer,Board Game"
RimWorld,"Oct 17, 2018",2000000 - 5000000,26495,0,87,0,133389,2318,,113468,10424,3402,Ludeon Studios,Ludeon Studios,"Single-player,Steam Workshop,Steam Cloud,Remote Play on Tablet","Indie,Simulation,Strategy","Colony Sim,Base-Building,Survival,Strategy,Management,Sandbox,Building,Simulation,City Builder,Singleplayer,Moddable,Open World,Procedural Generation,2D,Sci-fi,Indie,Tactical RPG,Space,Western,Cartoony"
IXION,"Dec 7, 2022",100000 - 200000,16281,0,0,0,2155,1314,,3738,447,484,Bulwark Studios,Kasedo Games,"Single-player,Steam Achievements,Steam Cloud","Indie,Simulation,Strategy","City Builder,Space,Strategy,Survival,Resource Management,Colony Sim,Simulation,Building,Base-Building,Exploration,Choices Matter,Atmospheric,Economy,Dark,Singleplayer,Management,RTS,Post-apocalyptic,Difficult,Indie"
Northgard,"Mar 7, 2018",2000000 - 5000000,3105,0,81,0,39481,5314,,35584,1379,447,Shiro Games,Shiro Unlimited,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy","City Builder,RTS,Strategy,Colony Sim,Resource Management,Multiplayer,Medieval,Survival,Real-Time,Simulation,Co-op,War,Mythology,Indie,Singleplayer,Management,Vikings,4X,Atmospheric,Adventure"
Totally Accurate Battle Simulator,"Apr 1, 2021",2000000 - 5000000,2508,0,0,0,88348,1861,,84772,663,340,Landfall,Landfall,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Remote Play Together","Indie,Simulation,Strategy","Sandbox,Funny,Simulation,Physics,Singleplayer,Indie,Adventure,Realistic,War,Strategy,3D,Colorful,Fantasy,Comedy,Action,Memes,Casual,Historical,Medieval,Cute"
FTL: Faster Than Light,"Sep 14, 2012",2000000 - 5000000,1768,0,84,0,62214,2684,,50942,1787,791,Subset Games,Subset Games,"Single-player,Steam Achievements,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation,Strategy","Rogue-like,Space,Strategy,Sci-fi,Indie,Singleplayer,Perma Death,Difficult,Replay Value,Real-Time with Pause,Great Soundtrack,2D,Simulation,Rogue-lite,Survival,Adventure,Pixel Graphics,RPG,Atmospheric,Addictive"
Prison Architect,"Oct 6, 2015",5000000 - 10000000,1731,0,83,0,56684,5947,,50820,1481,557,"Double Eleven,Introversion Software",Paradox Interactive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,Strategy","Simulation,Building,Sandbox,Strategy,Base-Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Singleplayer,Capitalism,Funny,Moddable,Multiplayer,Replay Value,Indie,Casual"
The Escapists 2,"Aug 21, 2017",2000000 - 5000000,1288,0,75,0,21436,2324,,18887,467,295,"Team17,Mouldy Toof Studios",Team17,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Indie,Simulation,Strategy","Multiplayer,Strategy,Pixel Graphics,Online Co-Op,Co-op,2D,Crafting,Simulation,Singleplayer,Indie,Local Co-Op,Sandbox,Stealth,Character Customization,Funny,Puzzle,Split Screen,Difficult,Action,Open World"
Wargame: Red Dragon,"Apr 17, 2014",1000000 - 2000000,1172,0,78,0,14379,1750,,12772,3484,742,Eugen Systems,Eugen Systems,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy","Strategy,RTS,Military,Realistic,Wargame,Cold War,Multiplayer,Tactical,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Action,Real-Time,Co-op,Difficult,Epic,Adventure"
Banished,"Feb 18, 2014",2000000 - 5000000,1131,0,73,0,34544,3737,,33399,1483,519,Shining Rock Software LLC,Shining Rock Software LLC,"Single-player,Steam Achievements,Remote Play on Phone,Remote Play on Tablet","Indie,Simulation,Strategy","City Builder,Colony Sim,Strategy,Simulation,Survival,Indie,Singleplayer,Sandbox,Medieval,Relaxing,Resource Management,Economy,Building,Management,Open World,Difficult,Beautiful,Procedural Generation,Historical,RTS"
Reus 2,"May 28, 2024",20000 - 50000,1105,0,0,0,366,9,,437,0,0,Abbey Games,Firesquid,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Simulation,Strategy","God Game,Colony Sim,City Builder,Base-Building,Management,Resource Management,Strategy,Turn-Based,Sandbox,Life Sim,Nature,Simulation,2D,Relaxing,Building,Singleplayer,Colorful,Indie,Adventure,Exploration"
